,exam_score
65516,94
44620,99
74524,82
40213,86
35967,94
65804,100
40756,85
50042,63
43867,98
17883,49
62458,100
4581,97
46782,100
43400,92
71686,96
7850,100
55209,91
47637,88
4988,98
64135,98
33884,100
13989,100
45556,100
22233,97
3701,61
61157,100
56101,75
72480,100
38425,100
67462,88
20592,77
78730,100
37897,100
50758,95
57251,92
35645,96
32743,94
9300,100
6417,99
75732,69
79123,73
43508,94
982,100
55969,62
69147,94
29799,96
78258,95
73892,96
17026,100
69641,100
36605,100
40397,72
48338,90
31244,98
79661,100
48389,100
12239,79
18127,64
63928,100
58257,85
625,87
54397,71
5297,63
76188,89
1495,78
79984,74
62474,89
48316,100
31586,100
23858,91
58815,97
13772,96
1549,100
53199,70
49356,87
15577,94
11760,98
64171,100
58787,95
6110,94
75640,100
38990,100
42314,80
62554,68
27213,98
12272,71
49914,97
6224,95
78943,58
52670,79
6077,100
65329,100
15854,97
14288,68
59334,95
22235,85
24517,92
61919,86
7025,82
10548,100
21881,51
1588,75
7215,95
55723,58
47769,71
7859,100
21885,77
14258,93
45843,70
14486,54
60411,84
61330,94
62690,100
19895,100
73436,79
68759,100
19586,80
24518,100
21375,100
34410,88
20521,100
42138,95
56037,100
50298,92
6934,100
38190,100
6948,67
60761,84
17728,100
60391,87
78916,93
24942,92
61098,80
79058,98
44016,68
9119,90
32424,100
46822,100
34747,83
59437,93
62188,97
29549,100
29566,82
67755,91
70349,93
7073,100
23340,100
32099,92
29630,87
28034,62
69338,99
32362,94
27398,91
28890,100
42558,100
72125,98
71229,73
32905,63
29843,100
70293,100
61073,80
30383,100
13517,88
36628,95
49190,76
45981,100
56094,92
46351,77
6823,100
34068,74
36911,86
9783,99
31104,100
4755,96
46648,90
17609,95
31145,100
4858,93
9762,98
64825,100
24203,88
23520,99
19857,98
47948,100
66239,100
78307,100
77269,83
38985,93
39031,72
11444,92
77603,91
12713,88
3328,100
35877,91
69765,100
66630,72
69594,100
63207,89
19521,95
46704,98
13672,100
76794,76
14445,75
31458,100
72493,99
46706,97
33119,96
75780,95
60466,100
22994,99
25816,100
33174,90
77532,91
35371,89
54353,85
12080,100
39422,86
30188,80
79012,97
48740,100
61658,100
34881,87
38182,87
34742,96
69935,82
73341,100
53049,65
39427,100
17413,57
17211,79
538,100
4450,100
71367,98
70839,100
50466,100
64276,100
79320,71
6233,100
33207,100
53400,87
8132,91
35410,94
17674,100
52335,98
29443,100
11217,100
71613,100
35143,100
36405,100
47385,94
5425,100
60328,92
201,100
25012,100
23382,98
67843,99
44984,83
27597,87
57373,74
36838,93
35036,77
10833,78
20055,63
10629,97
8234,89
16591,81
77430,98
32718,91
61109,99
53056,70
62644,75
35701,99
30323,100
39314,100
1255,74
32113,70
37228,96
12473,100
67116,100
25026,100
28302,100
61779,100
8567,74
61178,84
75011,92
41151,93
79738,99
11595,100
59969,100
32014,87
52996,86
20837,100
66498,89
64256,100
48303,84
59637,100
26390,85
79001,100
41530,100
14255,97
22444,91
34337,100
59846,100
17870,67
41479,73
18413,100
25780,75
54931,95
2585,99
12338,54
10808,100
28471,99
78181,83
28596,92
30702,94
22547,89
60367,82
77977,89
1793,80
78121,72
47287,71
10082,69
24981,100
78723,100
67067,100
76808,92
32081,100
49341,92
62787,100
40709,100
25207,87
18617,97
17335,97
14765,90
73422,100
71525,100
22167,75
58478,100
43417,97
55778,90
1347,95
78067,96
43023,94
25056,100
11937,99
26473,93
38351,69
68554,100
51560,97
7188,100
52932,98
33606,85
53248,97
34669,100
33417,100
2081,91
10659,100
32304,97
55580,100
6323,100
17997,74
51497,55
59836,79
67507,100
38310,100
12852,79
50507,80
38914,97
38416,80
75514,100
44894,97
32091,98
45024,100
62574,97
16769,82
64424,95
52184,87
39275,100
27267,100
36066,85
3155,100
42397,85
444,95
72510,92
21241,85
58170,65
26745,96
74745,63
39276,92
66458,77
40931,63
69643,100
17615,100
17648,54
4953,100
14379,87
69635,99
69438,94
76738,81
12077,90
16689,93
31001,63
70850,100
43373,93
51923,100
73287,100
36895,73
78551,100
29870,99
38024,53
49064,78
78578,93
24696,99
24142,100
15589,90
63974,100
65861,95
32975,100
13342,85
71275,74
40852,86
5429,100
68928,100
63728,71
39687,100
44155,100
22137,100
79153,93
17912,50
75969,80
1732,93
42672,100
47813,89
67708,98
29637,74
48084,100
41508,72
47723,99
2963,82
10080,100
42636,89
42795,97
63385,100
1848,80
51787,100
76296,100
41438,99
29359,92
79840,96
1362,98
28539,89
5728,89
14997,73
72694,94
26014,72
57661,97
69853,96
68533,100
36334,100
50678,100
64091,100
37493,78
21769,75
74388,95
32917,95
20222,86
64787,83
38962,77
31126,100
6013,74
42190,100
78325,93
62828,91
76975,80
15478,94
17996,80
46660,96
54009,86
76499,100
50124,89
78990,100
59084,100
56397,100
2879,89
50662,68
70386,94
16953,95
47429,95
5581,100
14512,82
74036,90
58421,97
60758,100
22626,100
69065,81
76922,99
33474,97
74087,98
16456,75
38785,73
35685,97
2236,90
44483,63
55885,100
19452,81
39477,100
22534,78
12332,92
67817,98
14277,94
27742,100
13086,100
8032,97
41874,100
66575,96
64573,100
20942,83
45791,100
54315,100
77625,90
20647,93
25173,100
57378,100
62956,79
64602,100
78882,97
75083,100
44870,64
27203,76
27663,100
68851,82
8463,74
16894,75
70844,100
14617,100
18010,69
70612,76
30502,100
47765,93
36335,93
5476,60
67823,71
64681,100
62136,93
719,100
4575,100
6950,67
68966,71
28493,73
21171,98
62591,86
19311,95
16815,70
15165,59
3930,76
1503,77
29131,100
46172,100
46130,94
52445,84
54728,99
51463,100
18626,72
56552,88
39934,91
76004,98
52235,90
70189,77
45682,89
336,96
58256,90
67264,96
1037,75
79091,92
5824,100
29324,88
9973,96
13142,98
13186,100
20168,99
25253,75
72221,96
24853,76
66479,99
77640,99
1595,95
59121,94
52592,71
49942,89
69983,72
6566,98
15515,85
47142,87
21699,75
64283,90
47477,95
26567,84
4780,100
76991,84
43896,88
574,100
78174,76
33274,100
16069,98
68621,93
65486,100
61306,96
77800,100
10787,100
30352,100
41203,74
68004,100
42048,94
76260,56
75087,71
46,99
4399,100
3321,81
73298,100
36978,100
49334,100
49861,90
3923,100
1074,96
15717,95
12710,100
72396,95
79314,87
54748,88
74260,68
23832,84
21346,100
51970,94
65739,74
67589,95
57260,87
17540,92
29899,79
57454,87
2976,76
68642,100
1501,100
11954,91
60025,93
40795,95
66166,100
19240,100
57482,100
3307,82
43470,100
35388,70
41259,65
52211,74
69892,100
43433,86
20404,100
32827,75
46671,100
29923,100
9567,94
45164,89
14092,100
4697,81
55003,100
44911,99
70871,100
7679,68
25549,100
70091,93
78366,72
23701,99
32366,80
39389,70
66710,78
63992,60
64191,81
24726,100
42204,96
38613,92
45639,100
46219,74
5075,100
6394,100
65442,99
63030,78
19885,94
12674,99
20047,97
72531,100
3558,100
24287,99
51518,96
25599,71
37591,91
1268,100
17081,100
63158,100
43425,85
79226,99
38537,87
79896,63
1567,100
58325,87
5177,100
74973,72
51680,92
34238,83
52850,100
14531,100
37558,100
33742,98
46148,86
56204,77
72911,78
49926,60
76940,76
19902,89
4588,94
59911,74
26883,100
37781,99
33068,100
77841,100
38579,84
40279,100
22295,100
29882,81
35713,78
28103,100
25194,77
47890,98
26547,98
15473,92
52915,76
23439,97
2759,93
79297,79
13288,97
66984,71
78040,96
25312,90
51602,82
63285,74
39945,82
3941,97
53729,99
26113,100
41156,98
63177,98
33101,59
54527,100
32326,89
23227,95
17712,99
31361,50
68987,92
31657,73
78868,63
44660,100
57942,78
29141,75
27594,100
57416,59
45714,82
1304,93
56873,86
58484,71
37241,93
59922,72
14076,98
78288,76
73731,78
64435,86
18844,97
49905,85
25198,98
64406,95
56117,96
37578,81
4035,100
55097,100
15665,80
67985,88
23297,65
15753,98
73221,100
76283,98
72331,99
33623,99
653,100
7182,99
49650,81
45930,100
51544,98
43682,99
19963,81
41039,100
4741,94
70510,100
10482,100
57846,100
49127,96
43987,100
38869,97
53538,96
23762,100
49402,100
66344,76
34603,97
20594,99
78281,66
14126,100
10295,83
71072,100
23184,100
8933,100
46525,89
6976,92
55646,97
26066,89
5630,76
22900,95
6124,91
65972,68
46723,79
15286,85
15120,96
23108,96
5810,94
30712,95
25875,62
77676,65
19686,100
19789,87
17799,100
17336,100
6722,38
7553,100
51758,76
51723,100
40805,100
736,83
19924,94
74050,100
41485,93
54014,88
27572,91
28463,100
1350,74
29698,100
27011,100
63659,88
35980,93
74336,97
6170,100
9221,75
74732,74
41800,90
36078,100
24835,100
51906,86
22504,100
4618,89
67841,100
71401,79
27642,94
79209,77
37638,57
25835,73
46500,79
38817,97
21898,89
24146,67
37846,88
42850,100
20523,93
37294,94
79783,100
51566,100
4005,78
8265,99
77513,100
34278,95
46816,91
63552,73
39346,95
31326,71
71200,91
20922,100
44196,85
34436,69
43293,99
15101,78
50958,96
60288,99
68521,80
56255,76
33098,85
76445,99
33015,78
46968,90
18994,82
43469,99
61353,82
40006,98
57809,63
31844,100
42088,100
49900,94
76426,92
14988,100
42673,92
72685,100
24914,100
54837,100
36382,79
56703,82
72227,100
1432,94
46380,86
72013,100
10063,87
14748,83
42693,95
31940,100
32929,98
3940,80
77971,95
40046,98
74938,95
39105,79
18630,93
25116,100
21853,100
1817,94
71757,100
9677,84
79102,100
69587,72
16127,92
19576,100
54919,79
34799,84
27349,79
8097,88
37534,87
70881,89
50062,99
25640,91
58337,76
69828,100
12744,100
78938,94
31603,100
65671,100
79015,93
40059,93
48822,100
50356,100
21179,93
30163,96
26277,99
78575,81
32502,76
5900,74
71380,96
71536,100
46445,73
40380,84
59097,96
71504,90
28425,100
72405,82
51989,96
48398,100
16764,92
19570,100
23579,84
11540,100
10250,73
74922,93
62098,100
74273,100
57097,75
43239,100
62838,98
74924,99
65549,96
15963,100
64065,97
70214,98
70273,88
19163,99
71427,84
62073,100
68138,98
7933,90
36634,86
17612,89
22896,100
10036,94
45540,77
12326,86
16595,98
74062,97
10800,90
58459,97
48721,73
56351,100
28745,98
77449,100
17390,93
53238,100
24834,96
1286,80
30658,76
16469,100
44207,84
49667,85
67211,100
51018,72
49258,72
70819,79
69142,93
50670,91
32883,93
18205,100
12958,73
11462,95
16284,99
38820,88
39551,100
13483,72
35378,100
3000,90
4186,90
6107,94
62580,94
46008,89
76190,81
72804,100
44839,100
1627,65
41468,84
34570,90
58188,70
36172,99
64155,100
34306,86
36675,98
58264,100
30762,84
75812,85
8578,88
15281,88
44248,95
69733,100
1671,67
25566,100
49389,86
63337,100
21662,100
4983,100
78109,99
38180,90
21634,90
73160,87
16655,97
78921,100
24354,100
71719,93
73708,62
68256,81
52782,88
61688,74
52004,75
34984,93
58109,99
36023,100
28791,95
59868,81
209,92
53105,91
54322,82
34757,100
37885,68
71942,100
34925,85
46703,62
50860,100
59488,95
67655,99
62146,100
59126,86
56784,89
36953,85
74275,95
13824,97
45967,99
29332,86
74704,100
35078,87
10780,77
59701,73
38777,79
55913,100
66291,100
15082,81
78985,94
67301,75
57630,100
50446,99
51312,97
26076,75
44194,88
12745,100
72650,62
25137,83
77891,89
15633,95
76789,78
67363,84
14062,90
8067,92
69805,91
19810,76
64613,86
9303,97
9283,97
79849,100
2905,96
35024,98
59161,99
43208,98
25595,94
42211,89
5335,86
31676,93
67299,89
24648,96
42911,100
61276,75
45424,78
44952,65
19249,99
43155,84
44009,80
46571,100
22196,100
37239,87
21278,54
30733,86
30297,100
10312,94
22356,100
69694,82
68370,100
23985,99
68389,98
51805,96
17593,90
8414,79
68479,93
74193,100
62910,94
22132,84
4330,78
72171,84
58457,93
20037,100
45220,100
7154,70
28840,96
71358,66
42295,81
41933,68
49752,98
19024,83
79781,63
70475,100
45786,100
47093,82
53473,94
16305,100
49823,95
24308,88
25487,95
10715,76
61240,80
2741,79
78176,100
56429,100
74007,98
9267,92
63333,100
4709,94
33739,62
77575,72
59539,83
53769,93
66080,100
47134,98
10226,85
35105,82
51799,79
64071,79
70463,70
23680,73
60385,94
29322,72
12602,67
19629,62
67568,88
25571,83
6244,100
63743,99
63494,100
72481,90
28949,87
5913,94
45666,79
3659,90
8065,97
9576,100
58171,100
40096,93
64100,88
42238,89
73158,92
65661,100
11459,99
78919,100
28459,96
21096,93
27092,98
55591,99
10480,64
19498,80
23088,89
3352,98
34988,94
29908,100
63068,78
24677,100
11269,85
50615,87
57616,100
2915,98
43576,100
76237,86
62411,69
32,94
14161,72
74194,100
13123,100
8740,87
50494,98
56580,100
38702,81
13015,51
61851,83
34640,80
12698,100
75584,98
25951,100
29492,68
37787,88
71074,80
61931,76
69602,83
9188,73
68388,93
59693,92
19490,89
65609,68
57296,95
49720,73
68858,97
62423,90
79739,100
39888,100
29502,76
45530,88
9655,87
67555,67
39324,100
49179,60
53058,100
39933,100
31977,78
21946,80
77782,100
79714,59
19313,82
64316,96
55309,98
76847,96
25727,100
71812,100
1561,97
6282,81
56675,96
78685,85
37107,100
65049,82
65014,93
58101,93
37297,71
14195,91
24249,100
14481,100
15734,69
36819,90
66857,79
55780,91
6659,88
780,70
25800,96
26597,89
35865,99
12526,97
4941,100
65194,100
10493,87
21630,98
47752,90
72092,95
11016,98
65316,94
78855,94
10635,91
850,84
16866,91
25451,100
73496,97
52611,93
66633,99
74377,60
38913,84
21393,93
48113,100
40002,80
60305,94
69756,63
27263,100
41740,98
72690,70
40238,100
70246,98
20899,67
52678,99
8382,80
23711,87
76197,60
56023,88
78278,84
32979,95
19676,100
19420,97
11138,100
16862,82
75360,100
22902,88
65708,87
11063,94
34606,89
58602,93
79918,93
23415,86
39074,100
12171,100
39814,100
68259,100
55379,100
54561,50
55749,99
35243,93
42882,84
47156,87
66340,90
12276,75
5598,99
8383,100
72024,88
63875,73
57182,98
22290,48
11110,86
43765,96
44437,100
14869,87
36022,100
14450,80
37043,80
73127,81
4362,93
24685,94
3397,97
36652,100
23324,88
4979,96
26915,97
14388,61
11877,100
16514,94
53274,80
28770,98
2321,97
23409,85
40079,89
19377,98
202,100
31814,72
59109,72
24046,67
41081,100
7379,91
59861,92
62624,60
35204,99
23804,96
39944,89
71448,94
58328,100
9660,86
16907,84
4507,60
73534,92
13974,75
16001,92
72039,83
4704,87
58103,92
66038,98
44590,91
25490,86
42780,91
74043,99
21257,100
19398,100
5883,83
66520,100
64702,100
27284,84
37436,93
15586,79
78809,99
20419,73
75545,100
40919,87
17097,90
47517,100
16242,93
2868,73
13641,100
35957,100
60679,100
29429,100
26115,76
39040,100
49957,82
32526,81
68655,88
46397,100
22696,71
65531,100
48441,71
47402,100
52940,86
72758,97
34832,98
4646,99
58230,100
66421,95
1835,97
40164,65
69426,100
61402,71
26176,100
40910,97
1935,74
65224,93
9834,100
1626,86
61965,88
43407,87
65788,63
74860,48
64031,100
2257,90
42653,94
54552,92
29497,92
8923,98
32505,96
60913,98
51400,100
54148,92
34305,69
12184,100
34569,94
9562,85
18673,73
70001,85
41912,82
76066,70
1220,71
5536,100
39527,100
51686,100
60770,99
11743,100
58763,83
44822,91
33063,97
77356,77
63643,100
51780,65
1590,85
36478,98
7965,71
62408,78
3819,81
28523,98
54239,95
78602,93
76067,100
77353,100
43423,100
15819,83
11,100
2965,61
4628,95
20632,90
44351,100
59600,94
55688,97
19812,100
53635,98
63152,93
1110,89
70352,100
14286,59
38400,97
38230,94
73750,98
55231,76
16199,100
65298,97
30993,100
46821,100
5715,72
65858,67
70330,100
48424,88
76801,100
3333,96
32776,75
74601,99
23202,93
62011,100
9140,100
20624,65
40564,100
28472,100
24252,100
69487,100
20085,98
44381,95
79398,60
16157,82
25278,100
72488,100
50561,94
60725,79
55775,85
22551,85
53789,99
56670,61
49395,83
17695,100
13545,79
46376,77
25777,84
51286,90
12091,66
47482,74
9310,75
12355,78
5926,100
33024,77
9668,100
59503,95
15598,68
43882,100
54745,98
34955,100
72505,93
67070,77
66627,71
28426,95
46924,84
10921,67
73830,97
74887,88
55743,80
23670,100
57874,66
58019,89
39329,96
74269,64
22436,91
67243,90
27176,100
35596,100
22281,72
79202,100
68151,94
34103,100
3900,90
60869,100
55038,100
43790,93
70566,99
41872,96
16289,88
2914,98
61420,66
73727,90
76159,66
70795,89
32363,100
28691,77
49895,99
74059,93
25536,87
17774,72
62145,65
22282,75
62807,85
67527,100
45028,98
3117,64
44058,100
66267,77
46594,77
6134,84
29963,57
48500,68
37405,87
19589,82
5138,98
41729,99
46732,85
18078,84
49980,79
34317,97
40598,90
5559,100
16108,70
45881,100
52821,90
59713,100
26741,71
53668,99
1102,95
26573,94
31364,92
35725,85
751,61
67801,63
33062,100
4751,100
3302,85
14489,94
32064,93
37763,100
20213,82
59772,100
72367,92
12770,89
67083,56
29489,84
43105,97
45350,98
33807,83
5511,79
45728,75
5465,94
21126,99
18638,94
49459,83
28868,71
31086,80
22012,100
41910,93
43097,86
58595,100
60053,97
66440,97
6049,88
19553,89
54499,74
77773,65
76595,100
57993,87
28112,98
76775,65
21623,94
34021,89
22068,85
7397,100
56706,100
51115,94
47231,85
28849,100
61489,100
18720,75
9325,75
51735,99
61267,96
32177,99
59639,93
53693,100
25413,98
344,100
78903,94
76994,99
13501,95
48973,100
62925,100
77534,100
29538,82
19364,71
16867,99
6436,100
64397,58
74119,100
79475,91
53007,87
23555,87
76109,65
19099,93
69592,100
13697,74
55816,92
53269,89
76753,70
47177,85
2004,100
55282,80
19403,100
43737,66
1939,78
47994,93
7372,76
13038,99
60823,85
47279,65
14630,95
2098,84
11033,95
15499,77
21787,81
16500,69
68670,80
52581,79
60030,95
75835,86
31663,92
55776,82
56144,100
41677,71
58536,55
42587,79
43903,85
73477,100
52713,100
22774,82
252,97
21890,100
45439,76
1263,83
6259,98
20334,98
11221,69
61615,82
54818,87
41707,100
26326,74
78077,100
36815,100
21057,98
72485,68
57392,99
48234,100
3016,92
51661,62
55265,62
60483,96
60955,100
34270,98
22407,99
34999,94
43071,79
69882,92
72162,92
4281,79
10944,85
17655,100
70538,100
71302,95
58382,100
26626,94
21671,88
75037,100
50110,100
44747,100
46145,100
73271,100
58336,79
25348,100
733,100
12149,100
20092,78
8319,74
78458,67
6262,100
23779,90
62388,88
26826,92
54991,100
65253,95
9554,81
61563,100
36560,79
45110,73
76477,100
5610,100
616,63
8478,82
53606,98
79049,84
12634,94
5023,100
62832,89
15526,58
65844,80
63069,100
24335,95
64708,100
13661,96
47493,99
40398,95
12011,97
52503,99
63164,97
50897,75
58564,100
46550,79
72597,100
21280,57
4171,83
42417,100
28025,90
72742,98
19929,86
16319,78
66298,93
31979,92
54342,94
49467,100
75648,100
51984,85
33250,100
53235,83
74508,96
68863,97
4765,93
362,89
70170,86
58419,100
63614,97
26782,57
63983,99
72118,80
49493,100
63054,95
54841,100
69535,100
27358,86
1136,76
67783,88
34173,94
34384,87
58895,100
56933,94
3728,100
7699,84
4062,95
39050,75
11465,93
5372,86
11732,100
539,100
22831,90
46197,91
21795,91
74198,77
38756,68
54986,88
68597,100
50003,100
13007,100
54725,100
28358,100
54085,94
6902,70
32057,95
61960,93
37427,98
66693,80
26172,77
69848,73
37992,86
66629,88
53847,93
6026,92
74529,89
15815,86
3752,93
10477,74
74960,67
65557,90
67707,83
73879,67
12467,92
78570,95
47638,100
644,75
28898,99
22464,96
79234,86
18546,92
55457,77
62258,83
25949,97
39864,59
51053,94
16237,80
58684,97
15607,84
79474,100
66462,80
45500,100
56617,75
10531,93
27617,100
55166,94
9129,94
30378,55
38303,97
78208,94
31111,100
9049,74
20339,90
54993,82
76274,72
29277,90
26482,100
74658,78
79935,93
68246,100
14955,87
51010,86
13147,93
20926,100
79306,96
70466,88
49729,71
20505,100
45346,87
39613,100
3002,89
45613,100
36301,100
12552,100
60133,92
22341,99
77251,96
43121,77
43698,99
51004,92
60334,96
67143,99
24273,95
67238,100
3148,84
27712,88
27258,100
9142,94
38654,72
70303,69
55186,100
9375,81
16679,56
39428,89
73027,94
31282,97
20681,100
37550,100
16578,66
13935,92
22880,80
57014,86
40819,100
20871,77
43396,100
24198,68
39180,91
65709,100
2352,94
36120,91
7734,78
74223,94
28780,100
58084,93
20112,100
41514,67
12517,77
64454,100
67536,73
71760,93
5281,77
71620,93
66785,55
14935,72
49129,99
75213,85
5206,99
67803,87
67872,92
71792,100
29507,89
29599,88
47704,97
26279,91
55918,100
49005,100
27472,80
26801,86
62650,98
16215,74
11730,76
39072,73
16965,88
48746,97
18597,93
11578,96
24289,86
76543,100
37114,98
3972,100
70966,83
18307,83
48786,94
35017,100
71507,84
38260,70
33652,92
53546,83
54449,76
55066,72
1512,68
8897,93
27192,82
52914,84
29696,81
48843,87
60904,85
46900,84
23910,100
4374,84
22466,90
13445,100
66946,98
64948,86
77210,63
70425,97
39831,96
70357,90
25660,91
22114,100
1894,80
46720,100
15718,80
58057,83
50654,93
9222,62
32479,99
4442,85
2519,98
44944,66
50336,84
15479,95
2256,97
52186,65
68279,81
4578,86
11907,71
34926,95
51643,100
27976,100
18401,100
74936,100
37948,91
31616,100
61577,95
15888,89
31772,98
69112,83
21132,69
33472,81
11618,100
47176,100
